mapName,roundNum,ctScore,tScore,ctTeam,tTeam,ctFreezeTimeEndEqVal,ctRoundStartEqVal,ctBuyType,tFreezeTimeEndEqVal,tRoundStartEqVal,tBuyType,winnerSide
de_ancient,9,6,2,Red Ded Redemption,Shimmer,29200,15200,Full Buy,4550,1000,Full Eco,1
de_overpass,21,5,15,Party Astronauts,Nouns Esports,16050,1000,Semi Buy,27100,12300,Full Buy,1
de_overpass,22,9,12,Party Astronauts,ATK,22350,1000,Full Buy,27850,20750,Full Buy,0
de_vertigo,1,0,0,SELECAO,Team Solid,4300,1000,Full Eco,4700,1000,Full Eco,0
de_inferno,12,8,3,Take Flyte,Party Astronauts,30300,16750,Full Buy,26850,1000,Full Buy,0
de_ancient,20,14,4, PROSPECTS,Young Ninjas,11150,1000,Semi Buy,21800,5700,Full Buy,1
de_mirage,19,9,9,Party Astronauts,Nouns Esports,30050,4100,Full Buy,18300,1000,Semi Buy,0
de_nuke,22,7,14,Nouns Esports,Party Astronauts,22750,1000,Full Buy,27950,22150,Full Buy,0
de_inferno,9,2,6,Looking4Org,Sangal,11600,10800,Semi Buy,27250,18550,Full Buy,1
de_anubis,11,6,4,9 Pandas Esport,iNation,2650,1000,Full Eco,27350,6750,Full Buy,0
de_nuke,5,0,4,Royalty,Bravado Gaming,28550,1000,Full Buy,27750,11450,Full Buy,1
de_vertigo,20,9,10,Team Vitality,HEROIC,28350,17700,Full Buy,25450,1000,Full Buy,0
de_overpass,14,6,7,FLUFFY AIMERS,timbermen,27800,10800,Full Buy,23300,1000,Full Buy,1
de_vertigo,12,3,8,Vitality,9INE,26800,12750,Full Buy,27750,1000,Full Buy,1
de_mirage,21,8,12,Allstars,Monte,30650,20200,Full Buy,23300,1000,Full Buy,1
de_anubis,15,9,5,Strife,Mach 5,29500,18800,Full Buy,20850,1000,Full Buy,1
de_ancient,13,5,7,Fluxo,INTZ,28500,20600,Full Buy,24500,1000,Full Buy,0
de_vertigo,29,13,15,Ninjas in Pyjamas,Vitality,30850,9400,Full Buy,24900,4700,Full Buy,0
de_inferno,27,13,13,Illuminar Gaming,PGE Turów,30350,11650,Full Buy,16350,10450,Semi Buy,0
de_nuke,4,2,1,Nouns Esports,Party Astronauts,26400,12100,Full Buy,1200,1000,Full Eco,1
de_overpass,27,12,14,VISU Gaming,Sampi-Tipsport,13100,7200,Semi Buy,27850,10750,Full Buy,0
de_nuke,14,8,5,W7M Academy,Furious,30300,11400,Full Buy,21200,1000,Full Buy,1
de_anubis,2,1,0,Aurora,Looking4Org,19450,2500,Semi Buy,1600,1000,Full Eco,1
de_vertigo,9,4,4,Bravado Gaming,VYBN,31850,17850,Full Buy,24800,1000,Full Buy,1
de_nuke,18,9,8,Ignis Serpens,Nexus,22200,2800,Full Buy,23800,12800,Full Buy,1
de_ancient,16,5,10,ENCE ACADEMY,ESCA GAMING,4000,1000,Full Eco,5150,1000,Semi Eco,1
de_inferno,10,4,5,PGE Turów,Illuminar Gaming,26950,1000,Full Buy,27450,11350,Full Buy,1
de_nuke,12,4,7,Party Astronauts,Nouns Esports,31500,20200,Full Buy,22500,1000,Full Buy,1
de_mirage,2,1,0,W7M Academy,CASE ESPORTS,20250,1000,Full Buy,18450,2500,Semi Buy,0
de_mirage,6,1,4,iNation,9 Pandas Esport,30550,7300,Full Buy,25750,1000,Full Buy,1
de_inferno,21,11,9,Wildcard,Party Astronauts,30750,22450,Full Buy,21100,1000,Full Buy,1
de_nuke,12,5,6,Illuminar Gaming,PGE Turów,8200,5050,Semi Eco,28250,17150,Full Buy,0
de_nuke,22,10,11,paiN,BIG,30650,21550,Full Buy,26100,1000,Full Buy,1
de_overpass,10,9,2,atputies,wolsung,29650,7250,Full Buy,24100,15100,Full Buy,0
de_anubis,20,11,8,paiN,Cloud9,1000,1000,Full Eco,27850,19950,Full Buy,0
de_nuke,26,8,15,Party Astronauts,Wildcard,25350,7250,Full Buy,24400,8800,Full Buy,0
de_ancient,23,12,10,GTZ ESPORTS,MYD,5600,1000,Semi Eco,27950,20350,Full Buy,0
de_ancient,12,6,5,Snakes Den,Party Astronauts,24500,5400,Full Buy,25900,9400,Full Buy,0
de_inferno,15,2,12,1WIN,Joker,31250,11750,Full Buy,28050,1000,Full Buy,1
de_nuke,18,13,4,ESCA GAMING,Nigma Galaxy,20750,10300,Full Buy,23300,1000,Full Buy,0
de_ancient,6,0,5,B4 Demons,WINDINGOgg,30000,1000,Full Buy,27550,16850,Full Buy,0
de_overpass,22,8,13,ALTERNATE aTTaX,VISU Gaming,27300,14900,Full Buy,3800,1000,Full Eco,1
de_mirage,10,6,5,atputies,wolsung,25950,14200,Full Buy,27050,22750,Full Buy,0
de_inferno,29,13,15,W7M Academy,9z,25250,21550,Full Buy,25300,5050,Full Buy,0
de_inferno,19,9,9,Illuminar Gaming,PGE Turów,26800,1000,Full Buy,23050,19050,Full Buy,1
de_ancient,3,2,0,Red Ded Redemption,Shimmer,23350,17250,Full Buy,22800,1000,Full Buy,1
de_mirage,15,7,7,Vitality,G2 Esports,32250,12150,Full Buy,20000,1000,Full Buy,1
de_anubis,8,4,3,Sangal Esports,Into The Win,28750,17900,Full Buy,6550,1000,Semi Eco,1
de_anubis,4,1,2,PROSPECTS,9 Pandas,24750,11150,Full Buy,8900,1000,Semi Eco,0
de_mirage,18,8,9,Wildcard,Strife,1700,1000,Full Eco,23700,14800,Full Buy,0
de_mirage,15,9,5,Joker,Take Flyte,29600,11750,Full Buy,16550,1000,Semi Buy,1
de_ancient,20,9,10,NAVI,Ninjas in Pyjamas,21500,11750,Full Buy,25100,12300,Full Buy,1
de_overpass,17,10,6,ex-Copenhagen Flames,LDLC,20200,4350,Full Buy,15150,1000,Semi Buy,0
de_anubis,21,11,9,yologang420,BIG OMENAcademy,22650,11000,Full Buy,27350,22550,Full Buy,1
de_nuke,7,4,2,HEET,Into The Win,28300,1000,Full Buy,25750,4400,Full Buy,1
de_nuke,15,4,10,VYBN,Bravado Gaming,22600,5050,Full Buy,26650,1000,Full Buy,1
de_anubis,1,0,0,W7M Academy,CASE ESPORTS,4300,1000,Full Eco,4300,1000,Full Eco,1
de_ancient,21,10,10,B8,9 Pandas Esport,30750,17550,Full Buy,1600,1000,Full Eco,1
de_ancient,8,6,1,VISU Gaming,Sampi-Tipsport,31050,21650,Full Buy,22700,1000,Full Buy,1
de_anubis,16,7,8,FORZE,Monte,4400,1000,Full Eco,4200,1000,Full Eco,1
de_inferno,26,15,10,Fluxo,INTZ,29900,1000,Full Buy,23150,8600,Full Buy,1
de_mirage,13,7,5,W7M Academy,Furious,31450,17550,Full Buy,24800,1000,Full Buy,1
de_mirage,18,6,11,00NATION,paiN,8200,5700,Semi Eco,25500,11800,Full Buy,0
de_vertigo,16,11,4,Looking4Org,Apeks,3700,1000,Full Eco,4250,1000,Full Eco,1
de_anubis,4,0,3,MIBR,W7M Academy,29200,3000,Full Buy,25450,14500,Full Buy,1
de_anubis,25,9,15,FORZE,Monte,22500,4750,Full Buy,28450,14750,Full Buy,1
de_overpass,19,6,12,DNMK,VYBN,28650,1000,Full Buy,24200,13400,Full Buy,1
de_ancient,21,11,9,PGE Turów,Illuminar Gaming,29300,17750,Full Buy,20300,7450,Full Buy,1
de_nuke,19,9,9,Into The Win,HEET,25000,5500,Full Buy,16350,4700,Semi Buy,1
de_mirage,7,4,2,ex-Corinthians,CASE ESPORTS,29200,17350,Full Buy,26350,1000,Full Buy,0
de_nuke,10,3,6,BIG,Vitality,5800,1000,Semi Eco,27650,15250,Full Buy,0
de_anubis,25,11,13,NIBBLE,VYBN,30850,11250,Full Buy,27350,18050,Full Buy,0
de_overpass,18,7,10,ODDIK,Team Solid,24800,8850,Full Buy,1500,1000,Full Eco,1
de_overpass,9,3,5,Nexus,lookingForOrg,11050,1000,Semi Buy,25800,14850,Full Buy,1
de_nuke,9,8,0,FORZE,Aurora_,31550,16000,Full Buy,9050,1000,Semi Eco,1
de_nuke,14,9,4,forZe-,Spirit Academy,30600,11550,Full Buy,27050,1000,Full Buy,0
de_inferno,22,11,10,Looking4Org,Aurora,30400,15600,Full Buy,5050,1000,Semi Eco,1
de_mirage,17,5,11,Into The Win,Sangal Esports,23900,4150,Full Buy,14450,1000,Semi Buy,0
de_anubis,21,12,8,Wildcard,ATK,27850,1000,Full Buy,27650,20250,Full Buy,1
de_mirage,6,2,3,Spirit,500Esports,25550,13050,Full Buy,25900,16500,Full Buy,0
de_inferno,11,5,5,MIBR,W7M Academy,29100,6800,Full Buy,19750,1000,Semi Buy,1
de_vertigo,21,12,8,Viperio,EX-HNRS,24800,6400,Full Buy,25250,1000,Full Buy,0
de_vertigo,15,7,7,HEROIC,Team Vitality,32850,22200,Full Buy,25200,1000,Full Buy,0
de_mirage,18,7,10,Nixuh,Bravado Gaming,24000,1000,Full Buy,22200,12000,Full Buy,0
de_ancient,3,2,0,9 Pandas Esport,B8,24750,14600,Full Buy,3500,1000,Full Eco,1
de_inferno,3,1,1,9 Pandas Esport,Eternal Fire AC,25250,8750,Full Buy,8000,1000,Semi Eco,1
de_mirage,4,1,2,W7M Academy,BocaJrsGaming,1000,1000,Full Eco,20700,4700,Full Buy,0
de_vertigo,26,13,12,Team Solid,YNG SHARKS,31250,10000,Full Buy,22700,1000,Full Buy,0
de_inferno,19,8,10,W7M Academy,Paqueta Gaming,21150,9900,Full Buy,24900,19800,Full Buy,1
de_mirage,14,10,3,HEROIC,FURIA,29900,11500,Full Buy,24600,1000,Full Buy,1
de_anubis,17,8,8,FORZE,Monte,22700,3800,Full Buy,14800,1000,Semi Buy,0
de_mirage,6,4,1,iNation,Ignis Serpens,30600,25600,Full Buy,24300,1000,Full Buy,0
de_ancient,9,3,5,BHOP Esports,timbermen,29250,8050,Full Buy,24600,1000,Full Buy,0
de_anubis,3,0,2,PROSPECTS,9 Pandas,17100,4850,Semi Buy,20850,1000,Full Buy,1
de_nuke,20,8,11,Spirit Academy,forZe-,8200,1000,Semi Eco,23050,8400,Full Buy,0
de_nuke,15,5,9,Fluxo,9z Team,27150,9150,Full Buy,25400,15450,Full Buy,1
de_vertigo,23,11,11,9INE,Vitality,25200,1000,Full Buy,25000,4850,Full Buy,1
de_nuke,32,16,15,Fluxo,INTZ,31150,21250,Full Buy,27150,1000,Full Buy,1
de_overpass,48,24,23,Looking4Org,FORZE,32950,5500,Full Buy,28250,1000,Full Buy,1
de_inferno,19,9,9,Illuminar Gaming,PGE Turów,26800,1000,Full Buy,23050,19050,Full Buy,1
de_mirage,8,6,1,NAVI,The MongolZ,23400,6800,Full Buy,22600,1000,Full Buy,0
de_inferno,5,4,0,lookingForOrg,Nexus,29300,9900,Full Buy,12400,1000,Semi Buy,1
de_nuke,1,0,0,FORZE,Aurora_,4200,1000,Full Eco,4500,1000,Full Eco,1
de_mirage,25,13,11,Strife,Party Astronauts,7250,1000,Semi Eco,22200,4900,Full Buy,1
de_mirage,17,6,10,joker,ATK,10650,1000,Semi Buy,18900,1750,Semi Buy,0
de_inferno,13,3,9,9 Pandas,Astralis Talent,8450,1000,Semi Eco,25400,16000,Full Buy,0
de_nuke,13,8,4,BIG,HEROIC,31250,20350,Full Buy,8750,6750,Semi Eco,1
de_nuke,18,5,12,Entropiq,9 Pandas Esport,8900,1000,Semi Eco,21250,5600,Full Buy,0
de_inferno,15,7,7,ESCA GAMING,Iron Branch,30550,16050,Full Buy,16350,1000,Semi Buy,0
de_ancient,2,0,1,VYBN,DNMK,1000,1000,Full Eco,20600,2900,Full Buy,0
de_overpass,28,13,14,Party Astronauts,ATK,31450,15450,Full Buy,12050,1000,Semi Buy,0
de_ancient,39,18,20,ESCA GAMING,ENCE ACADEMY,25800,1000,Full Buy,27650,12250,Full Buy,1
de_vertigo,21,7,13,ex-Corinthians,MIBR Academy,30700,20550,Full Buy,22950,1000,Full Buy,1
de_nuke,27,12,14,Looking4Org,FORZE,27900,1000,Full Buy,27850,12150,Full Buy,0
de_mirage,10,3,6,PGE Turów,Illuminar Gaming,2100,1000,Full Eco,27550,6350,Full Buy,0
de_nuke,22,11,10,AGO esports,Team ESCA Gaming,29500,18900,Full Buy,5650,1000,Semi Eco,1
de_inferno,28,15,12,DomiNation,fightclub,25150,1000,Full Buy,29250,23950,Full Buy,0
de_ancient,18,10,5,DNMK,XvG Miracle,3800,1000,Full Eco,4200,1000,Full Eco,1
de_mirage,28,7,15,Take Flyte,Joker,27200,11200,Full Buy,11650,1000,Semi Buy,0
de_nuke,23,10,12,Looking4Org,FORZE,28450,11050,Full Buy,27550,14750,Full Buy,1
de_inferno,11,2,8,Take Flyte,Joker,29000,1000,Full Buy,27750,7550,Full Buy,0
de_ancient,5,3,1,9 Pandas Esport,B8,25500,1000,Full Buy,22100,5100,Full Buy,0
de_nuke,23,9,13,TropiCaos,W7M Academy,8800,1000,Semi Eco,25100,9200,Full Buy,0
de_anubis,24,9,13,W7M Academy,MIBR,30650,25300,Full Buy,20900,1000,Full Buy,0
de_vertigo,10,2,7,Bravado Gaming,Nixuh,29100,1000,Full Buy,25900,13300,Full Buy,1
de_ancient,2,1,0,HEROIC,9INE,22000,4250,Full Buy,1000,1000,Full Eco,1
de_inferno,14,11,2,9 Pandas Esport,Eternal Fire AC,31250,1000,Full Buy,20000,15850,Full Buy,1
de_mirage,4,1,2,W7M Academy,CASE ESPORTS,5500,5200,Semi Eco,22850,10350,Full Buy,0
de_inferno,13,6,6,Sampi-Tipsport,VISU Gaming,31850,22650,Full Buy,26450,1000,Full Buy,1
de_inferno,27,12,14,Sangal,Looking4Org,26100,1000,Full Buy,28650,19950,Full Buy,0
de_mirage,3,0,2,iNation,9 Pandas Esport,5750,5350,Semi Eco,22350,15900,Full Buy,0
de_overpass,4,0,3,FLUFFY AIMERS,timbermen,26850,1000,Full Buy,24950,18850,Full Buy,1
de_overpass,27,8,15,Strife,Party Astronauts,19000,1000,Semi Buy,27050,4000,Full Buy,1
de_nuke,20,4,15,B4 Demons,ex-Corinthians,27850,20300,Full Buy,1000,1000,Full Eco,1
de_nuke,4,0,3,Party Astronauts,Nouns Esports,27450,1000,Full Buy,24800,13100,Full Buy,0
de_ancient,7,4,2,NIP,Astralis W,31050,17450,Full Buy,5750,1000,Semi Eco,1
de_ancient,21,11,9,Party Astronauts,Snakes Den,31350,7650,Full Buy,27250,15150,Full Buy,1
de_nuke,34,16,17,BIG,paiN,32550,1000,Full Buy,25100,1000,Full Buy,1
de_vertigo,9,1,7,W7M Academy,Paqueta Gaming,31100,12950,Full Buy,27450,1000,Full Buy,0
de_ancient,26,12,13,HAVU,APEKS,28450,14250,Full Buy,27850,11950,Full Buy,1
de_vertigo,1,0,0,SELECAO,Team Solid,4300,1000,Full Eco,4700,1000,Full Eco,0
de_nuke,3,1,1,VYBN,Bravado Gaming,24750,8700,Full Buy,1500,1000,Full Eco,1
de_vertigo,24,11,12,KS,Endpoint CeX,27150,1000,Full Buy,27950,20350,Full Buy,0
de_inferno,18,11,6,NIP,Astralis W,1300,1000,Full Eco,21300,15500,Full Buy,0
de_vertigo,19,5,13,VYBN,Bravado Gaming,5300,1000,Semi Eco,24700,7700,Full Buy,0
de_mirage,17,6,10,00NATION,paiN,21500,2900,Full Buy,14950,1000,Semi Buy,0
de_mirage,5,2,2,timbermen,4ORMULA,30200,4400,Full Buy,23800,1000,Full Buy,1
de_ancient,17,6,10,ENCE ACADEMY,ESCA GAMING,21550,3150,Full Buy,9000,1000,Semi Eco,0
de_inferno,1,0,0,Limitless,Wildcard,4200,1000,Full Eco,3950,1000,Full Eco,1
de_mirage,23,13,9,Nouns Esports,Party Astronauts,34200,24700,Full Buy,24650,17450,Full Buy,1
de_inferno,13,6,6,Paqueta Gaming,W7M Academy,31250,12850,Full Buy,20350,1000,Full Buy,1
de_mirage,15,4,10,W7M Academy,BocaJrsGaming,31950,9800,Full Buy,30300,1000,Full Buy,1
de_anubis,27,11,15,Coalesce,Looking4Org,31350,21750,Full Buy,6500,1000,Semi Eco,0
de_mirage,10,6,3,timbermen,4ORMULA,30200,1000,Full Buy,27050,15850,Full Buy,0
de_mirage,9,4,4,Astralis,Spirit,32250,23150,Full Buy,1000,1000,Full Eco,1
de_nuke,23,10,12,Spirit Academy,forZe-,28850,16250,Full Buy,1300,1000,Full Eco,1
de_overpass,17,5,11,ex-Corinthians,CASE ESPORTS,2150,1650,Full Eco,20550,2300,Full Buy,0
de_nuke,5,0,4,Party Astronauts,Nouns Esports,6400,1000,Semi Eco,25400,12400,Full Buy,0
de_inferno,9,1,7,NoVum,joker,4850,1000,Full Eco,27550,23950,Full Buy,0
de_ancient,19,8,10,VYBN,NIBBLE,28900,18400,Full Buy,3800,1000,Full Eco,1
de_overpass,7,3,3,Looking4Org,Apeks,12150,10150,Semi Buy,25100,9000,Full Buy,1
de_mirage,13,12,0,Team Solid,Paqueta Gaming,31450,10900,Full Buy,27050,1000,Full Buy,1
de_ancient,15,10,4,ESCA GAMING,ENCE ACADEMY,32250,22750,Full Buy,23700,1000,Full Buy,0
de_vertigo,23,11,11,Team Solid,YNG SHARKS,31950,21150,Full Buy,8500,1000,Semi Eco,1
de_inferno,21,9,11,HEROIC,Team Vitality,30850,21150,Full Buy,19100,1000,Semi Buy,1
de_inferno,26,12,13,W7M Academy,BocaJrsGaming,3850,1000,Full Eco,28050,7250,Full Buy,0
de_ancient,26,12,13,Team 7AM NA,timbermen,30850,22250,Full Buy,2100,1000,Full Eco,1
de_inferno,7,1,5,ESCA GAMING,Iron Branch,24750,1000,Full Buy,27350,11850,Full Buy,1
de_ancient,23,14,8,PROSPECTS,9 Pandas,29250,1000,Full Buy,25300,12700,Full Buy,0
de_vertigo,28,14,13,BIG,HEROIC,30300,11250,Full Buy,12450,1000,Semi Buy,0
de_inferno,28,13,14,W7M Academy,MIBR,27500,9200,Full Buy,27750,12500,Full Buy,0
de_ancient,17,12,4,Astralis,Spirit,20150,2400,Full Buy,1400,1000,Full Eco,1
de_overpass,4,2,1,Party Astronauts,Strife,28550,17650,Full Buy,22800,1000,Full Buy,1
de_mirage,22,15,6,BIG,Vitality,31250,21150,Full Buy,18450,1000,Semi Buy,0
de_nuke,12,3,8,Looking4Org,Aurora,5900,5100,Semi Eco,27850,14650,Full Buy,0
de_mirage,8,4,3,Red Ded Redemption,Shimmer,28800,11600,Full Buy,22550,1000,Full Buy,0
de_overpass,24,15,8,Copenhagen Flames,Ignis Serpens,31300,12000,Full Buy,16100,1000,Semi Buy,1
de_ancient,32,15,16,Ignis Serpens,BIG Academy,30550,6900,Full Buy,27050,8400,Full Buy,1
de_overpass,19,9,9,Party Astronauts,ATK,29500,16800,Full Buy,24200,1000,Full Buy,0
de_mirage,16,10,5,BIG,paiN,4000,1000,Full Eco,4550,1000,Full Eco,1
de_ancient,16,6,9,Ignis Serpens,Copenhagen Flames,4250,1000,Full Eco,4200,1000,Full Eco,1
de_ancient,17,9,7,Team Singularity,Illuminar Gaming,11350,2400,Semi Buy,17350,2300,Semi Buy,0
de_inferno,8,5,2,HEROIC,The MongolZ,10450,1000,Semi Buy,27850,11050,Full Buy,0
de_inferno,16,6,9,FLUFFY AIMERS,paiN Gaming,4200,1000,Full Eco,4150,1000,Full Eco,1
de_nuke,1,0,0,Looking4Org,Aurora,3550,1000,Full Eco,4300,1000,Full Eco,0
de_inferno,8,3,4,G2 Esports,The MongolZ,31950,17950,Full Buy,13750,1000,Semi Buy,0
de_overpass,16,7,8,Iron Branch,EX-HNRS,4000,1000,Full Eco,4200,1000,Full Eco,1
de_ancient,5,3,1,SELECAO,BESTIA,29800,12350,Full Buy,25100,20100,Full Buy,0
de_anubis,26,10,14,W7M Academy,MIBR,30050,18900,Full Buy,1500,1000,Full Eco,1
de_vertigo,10,4,5,Endpoint CeX,KS,1300,1000,Full Eco,28550,21650,Full Buy,0
de_nuke,12,4,7,Monte,Vitality,27150,1000,Full Buy,26400,23100,Full Buy,0
de_mirage,20,13,6,CASE ESPORTS,ex-Corinthians,5100,1000,Semi Eco,27150,14950,Full Buy,0
de_ancient,15,11,3,Looking4Org,Copenhagen Flames,31850,17150,Full Buy,28850,1000,Full Buy,1
de_overpass,2,1,0,Nixuh,Bravado Gaming,16800,3450,Semi Buy,3300,1000,Full Eco,0
de_nuke,20,9,10,Take Flyte,Wildcard,1000,1000,Full Eco,27350,15750,Full Buy,0
de_mirage,22,7,14,Furious,W7M Academy,15200,1000,Semi Buy,27050,11550,Full Buy,0
de_mirage,23,8,14,Nixuh,Bravado Gaming,27300,17400,Full Buy,25100,1000,Full Buy,1
de_mirage,6,3,2,Party Astronauts,ATK,26050,11750,Full Buy,27050,1000,Full Buy,0
de_mirage,22,6,15,Take Flyte,Party Astronauts,25150,3700,Full Buy,27450,19300,Full Buy,1
de_mirage,25,9,15,Ninjas in Pyjamas,NAVI,12850,1000,Semi Buy,28050,24950,Full Buy,1
de_nuke,17,10,6,Looking4Org,FORZE,1000,1000,Full Eco,19000,1750,Semi Buy,0
de_nuke,14,3,10,VYBN,Bravado Gaming,27750,1000,Full Buy,25200,13400,Full Buy,1
de_overpass,19,7,11,forZe-,Spirit Academy,1500,1000,Full Eco,22950,8700,Full Buy,0
de_overpass,15,8,6,Nixuh,Bravado Gaming,31850,21750,Full Buy,18200,1000,Semi Buy,0
de_ancient,24,13,10,NAVI,Ninjas in Pyjamas,31650,21150,Full Buy,25100,1000,Full Buy,0
de_mirage,18,9,8,SELECAO,Team Solid,24950,15200,Full Buy,23300,1000,Full Buy,1
de_inferno,14,7,6,MIBR,W7M Academy,14700,1000,Semi Buy,22900,6750,Full Buy,0
de_ancient,8,5,2,BIG Academy,Ignis Serpens,21100,5100,Full Buy,24950,12450,Full Buy,1
de_mirage,25,14,10,Fluxo,00NATION,30700,24950,Full Buy,2100,1000,Full Eco,1
de_inferno,28,14,13,Party Astronauts,FLUFFY AIMERS,29800,4700,Full Buy,25100,1000,Full Buy,1
de_vertigo,2,1,0,KS,AGO esports,22450,4600,Full Buy,11400,1000,Semi Buy,1
de_inferno,6,1,4,EX-HNRS,Websterz,30450,15950,Full Buy,25200,16900,Full Buy,1
de_mirage,23,15,7,BIG,Vitality,26100,5300,Full Buy,26950,14300,Full Buy,0
de_ancient,21,7,13,AGO esports,Team ESCA Gaming,15500,6950,Semi Buy,25300,8800,Full Buy,0
de_nuke,21,13,7,Bravado Gaming,VYBN,31050,20300,Full Buy,22300,1000,Full Buy,1
de_inferno,13,0,12,DNMK,Nixuh,13250,1000,Semi Buy,27950,9600,Full Buy,0
de_ancient,9,4,4,HOTU,Nightmare eSports,31150,11550,Full Buy,10700,1000,Semi Buy,1
de_inferno,26,14,11,w7m Academy,BESTIA,30550,20050,Full Buy,18050,1000,Semi Buy,1
de_inferno,5,3,1,EX-FOURTEEN,FTW,28800,22050,Full Buy,1000,1000,Full Eco,1
de_overpass,11,4,6,Shimmer,Red Ded Redemption,26950,12600,Full Buy,27650,8900,Full Buy,0
de_ancient,1,0,0,HEROIC,NAVI,4200,1000,Full Eco,4750,1000,Full Eco,1
de_mirage,10,3,6,ZOMBLERS,ATK,31400,13250,Full Buy,4800,1000,Full Eco,1
de_nuke,3,2,0,Team Singularity,PACT,24450,12950,Full Buy,17650,1000,Semi Buy,0
de_ancient,24,11,12,Ignis Serpens,BIG Academy,30650,5600,Full Buy,25300,16800,Full Buy,1
de_inferno,29,14,14,Nixuh,Bravado Gaming,30000,20800,Full Buy,1900,1000,Full Eco,1
de_inferno,21,10,9,Wildcard,ATK,27750,1000,Full Buy,27550,19750,Full Buy,1
de_mirage,17,7,9,Nouns Esports,Party Astronauts,8200,1000,Semi Eco,19700,1650,Semi Buy,1
de_anubis,26,15,10,yologang420,Cryptova,29400,13600,Full Buy,14300,1000,Semi Buy,1
de_nuke,1,0,0,WITHOUTWARNING,Take Flyte,4300,1000,Full Eco,4850,1000,Full Eco,1
de_nuke,38,19,18,BIG,paiN,31650,5100,Full Buy,27350,1000,Full Buy,0
de_overpass,1,0,0,timbermen,Team 7AM NA,4400,1000,Full Eco,4250,1000,Full Eco,1
de_ancient,28,15,12,Sampi-Tipsport,VISU Gaming,32050,5400,Full Buy,23300,1000,Full Buy,0
de_inferno,12,5,6,EX-HNRS,Websterz,25000,1000,Full Buy,25050,7550,Full Buy,1
de_ancient,2,1,0,Copenhagen Flames,Ignis Serpens,21450,2500,Full Buy,15650,1000,Semi Buy,1
de_nuke,12,10,1,Looking4Org,Copenhagen Flames,31450,21150,Full Buy,8950,1000,Semi Eco,1
de_vertigo,25,13,11,AGO esports,Team ESCA Gaming,30400,15800,Full Buy,20700,1000,Full Buy,1
de_vertigo,23,9,13,Ninjas in Pyjamas,Vitality,23600,1000,Full Buy,25400,13100,Full Buy,0
de_nuke,13,5,7,Fluxo,9z Team,29700,9750,Full Buy,27350,1000,Full Buy,0
de_nuke,15,6,8,Illuminar Gaming,PGE Turów,30350,15850,Full Buy,28150,1000,Full Buy,0
de_mirage,23,13,9,Nixuh,Goliath Gaming,29200,14100,Full Buy,27450,4200,Full Buy,0
de_nuke,18,5,12,Party Astronauts,Nouns Esports,22250,11000,Full Buy,11700,1000,Semi Buy,0
de_inferno,22,12,9,Scavengers,godsent,7150,4050,Semi Eco,25400,21200,Full Buy,1
de_mirage,21,7,13,Furious,W7M Academy,22550,1000,Full Buy,27050,16700,Full Buy,0
de_overpass,21,7,13,yologang420,Cryptova,21300,4400,Full Buy,27350,18150,Full Buy,0
de_nuke,2,0,1,Wildcard,Party Astronauts,9550,1000,Semi Eco,18150,2700,Semi Buy,0
de_ancient,30,15,14,Nixuh,DNMK,19350,1000,Semi Buy,27950,15650,Full Buy,1
de_mirage,14,6,7,Strife,Wildcard,26850,11000,Full Buy,26700,1000,Full Buy,0
de_mirage,11,5,5,W7M Academy,Furious,31150,21350,Full Buy,23500,1000,Full Buy,1
de_nuke,12,4,7,Fluxo,9z Team,28600,5050,Full Buy,27150,5000,Full Buy,1
de_mirage,12,4,7,Nouns Esports,Party Astronauts,7350,1000,Semi Eco,24950,18300,Full Buy,0
de_mirage,4,1,2,paiN,00NATION,9200,1000,Semi Eco,23500,4800,Full Buy,1
de_ancient,5,3,1,APEKS,HAVU,26950,12100,Full Buy,15400,4700,Semi Buy,1
de_inferno,28,15,12,DomiNation,fightclub,25150,1000,Full Buy,29250,23950,Full Buy,0
de_ancient,18,7,10,AGO esports,Team ESCA Gaming,23550,1000,Full Buy,21700,14200,Full Buy,0
de_ancient,17,12,3, PROSPECTS,Young Ninjas,4250,1000,Full Eco,4050,1000,Full Eco,1
de_overpass,13,5,7,Looking4Org,FORZE,29950,14500,Full Buy,3950,1000,Full Eco,1
de_mirage,14,4,9,00NATION,Fluxo,24050,10500,Full Buy,27250,7050,Full Buy,0
de_inferno,7,4,2,FURIA,HEROIC,26850,19550,Full Buy,27450,11650,Full Buy,1
de_mirage,1,0,0,KS,Endpoint CeX,4250,1000,Full Eco,4300,1000,Full Eco,1
de_ancient,22,10,11,FURIA,HEROIC,30600,19750,Full Buy,26650,1000,Full Buy,0
de_overpass,14,13,0,timbermen,Team 7AM NA,31250,22850,Full Buy,4300,1000,Full Eco,0
de_nuke,23,7,15,HEROIC,BIG,20650,1000,Full Buy,19500,4700,Semi Buy,1
de_nuke,16,14,1,9z,W7M Academy,4100,1000,Full Eco,4400,1000,Full Eco,0
de_mirage,22,10,11,Party Astronauts,Nouns Esports,24750,7900,Full Buy,11400,1000,Semi Buy,1
de_inferno,5,0,4,Ninjas in Pyjamas,HEROIC,10400,5050,Semi Buy,24200,12200,Full Buy,0
de_inferno,3,2,0,SOLID,w7m Academy,19650,15350,Semi Buy,2500,1000,Full Eco,1
de_anubis,8,4,3,Vitality,G2 Esports,30550,22050,Full Buy,5950,1000,Semi Eco,1
